"Country","Year","Life Expectancy Rate","Worldwide Life Expectancy Rate","Decade"
"kazakhstan",2010,68.2953658536585,69.48,2010
"kenya",2010,59.5470731707317,69.48,2010
"australia",2009,81.5439024390244,69.48,2000
"cambodia",2009,70.1481951219512,69.48,2000
"kuwait",2009,74.07,69.48,2000
"lebanon",2009,78.9100731707317,69.48,2000
"liberia",2009,58.8591951219512,69.48,2000
"liechtenstein",2009,81.5,69.48,2000
"sri lanka",2009,73.6611951219512,69.48,2000
"lesotho",2009,46.6345853658537,69.48,2000
"lithuania",2009,72.9146341463415,69.48,2000
"luxembourg",2009,80.6365853658537,69.48,2000
"latvia",2009,73.0804878048781,69.48,2000
"morocco",2009,69.9374390243902,69.48,2000
"azerbaijan",2009,70.2926585365854,69.48,2000
"moldova",2009,68.3418048780488,69.48,2000
"madagascar",2009,62.9076585365854,69.48,2000
"maldives",2009,76.3464146341464,69.48,2000
"mexico",2009,76.4614634146341,69.48,2000
"mali",2009,53.3421951219512,69.48,2000
"malta",2009,80.2414634146342,69.48,2000
"burundi",2009,52.0940731707317,69.48,2000
"mongolia",2009,66.6412195121951,69.48,2000
"mozambique",2009,48.7994390243902,69.48,2000
"mauritania",2009,60.8594390243903,69.48,2000
"mauritius",2009,72.8824390243903,69.48,2000
"malawi",2009,52.683,69.48,2000
"malaysia",2009,74.3259268292683,69.48,2000
"namibia",2009,61.4409024390244,69.48,2000
"belgium",2009,79.9829268292683,69.48,2000
"niger",2009,56.4682195121951,69.48,2000
"nigeria",2009,50.8304878048781,69.48,2000
"nicaragua",2009,73.4441219512195,69.48,2000
"netherlands",2009,80.5487804878049,69.48,2000
"norway",2009,80.7951219512195,69.48,2000
"nepal",2009,66.6522926829268,69.48,2000
"new zealand",2009,80.7024390243902,69.48,2000
"oman",2009,75.7546097560976,69.48,2000
"pakistan",2009,65.9612682926829,69.48,2000
"panama",2009,76.7464634146341,69.48,2000
"benin",2009,58.506756097561,69.48,2000
"peru",2009,73.6036829268293,69.48,2000
"philippines",2009,68.0716097560976,69.48,2000
"papua new guinea",2009,61.820512195122,69.48,2000
"poland",2009,75.6951219512195,69.48,2000
"portugal",2009,78.7268292682927,69.48,2000
"paraguay",2009,71.9277804878049,69.48,2000
"burkina faso",2009,54.5576829268293,69.48,2000
"qatar",2009,77.9959512195122,69.48,2000
"romania",2009,73.309756097561,69.48,2000
"rwanda",2009,61.2800243902439,69.48,2000
"saudi arabia",2009,74.859243902439,69.48,2000
"sudan",2009,61.2464634146341,69.48,2000
"senegal",2009,62.5644146341463,69.48,2000
"singapore",2009,81.2414634146342,69.48,2000
"solomon islands",2009,66.8256829268293,69.48,2000
"sierra leone",2009,44.5014390243903,69.48,2000
"bangladesh",2009,69.0819268292683,69.48,2000
"el salvador",2009,71.4026585365854,69.48,2000
"serbia",2009,73.9853658536585,69.48,2000
"suriname",2009,70.0670243902439,69.48,2000
"slovenia",2009,78.9707317073171,69.48,2000
"sweden",2009,81.3512195121951,69.48,2000
"bulgaria",2009,73.4121951219512,69.48,2000
"swaziland",2009,47.892756097561,69.48,2000
"seychelles",2009,73.0341463414634,69.48,2000
"chad",2009,49.3075365853659,69.48,2000
"togo",2009,55.1439024390244,69.48,2000
"thailand",2009,73.5870731707317,69.48,2000
"tajikistan",2009,66.8213170731707,69.48,2000
"turkmenistan",2009,64.8810243902439,69.48,2000
"bahrain",2009,76.1240487804878,69.48,2000
"tonga",2009,72.031756097561,69.48,2000
"trinidad and tobago",2009,69.482487804878,69.48,2000
"tunisia",2009,74.4512195121951,69.48,2000
"turkey",2009,73.8760975609756,69.48,2000
"uganda",2009,56.491756097561,69.48,2000
"ukraine",2009,69.19,69.48,2000
"afghanistan",2009,59.1123414634146,69.48,2000
"uruguay",2009,76.4611707317073,69.48,2000
"united states",2009,78.090243902439,69.48,2000
"uzbekistan",2009,67.7420243902439,69.48,2000
"vietnam",2009,75.170756097561,69.48,2000
"vanuatu",2009,70.5458048780488,69.48,2000
"samoa",2009,72.1217073170732,69.48,2000
"bosnia and herzegovina",2009,75.6558780487805,69.48,2000
"south africa",2009,53.4670975609756,69.48,2000
"zambia",2009,53.1133658536586,69.48,2000
"zimbabwe",2009,51.1479268292683,69.48,2000
"belarus",2009,70.4073170731707,69.48,2000
"belize",2009,73.043243902439,69.48,2000
"bolivia",2009,66.0054634146342,69.48,2000
"brazil",2009,72.8041707317073,69.48,2000
"barbados",2009,74.6354390243903,69.48,2000
"bhutan",2009,66.5076829268293,69.48,2000
"angola",2009,50.2510243902439,69.48,2000
"botswana",2009,46.3002682926829,69.48,2000
"canada",2009,80.7170975609756,69.48,2000
"switzerland",2009,82.0439024390244,69.48,2000
"chile",2009,78.8185853658537,69.48,2000
"china",2009,74.7316341463415,69.48,2000
"cameroon",2009,53.2648536585366,69.48,2000
"albania",2009,76.8018780487805,69.48,2000
"colombia",2009,73.1580731707317,69.48,2000
"comoros",2009,59.9781707317073,69.48,2000
"costa rica",2009,79.082512195122,69.48,2000
"cuba",2009,78.534,69.48,2000
"cyprus",2009,79.1538292682927,69.48,2000
"czech republic",2009,77.0780487804878,69.48,2000
"germany",2009,79.8365853658537,69.48,2000
"united arab emirates",2009,76.4107073170732,69.48,2000
"djibouti",2009,59.7773170731707,69.48,2000
"denmark",2009,78.5975609756098,69.48,2000
"dominican republic",2009,72.5712195121951,69.48,2000
"algeria",2009,70.4749268292683,69.48,2000
"ecuador",2009,75.3993414634146,69.48,2000
"spain",2009,81.4756097560976,69.48,2000
"estonia",2009,74.8243902439024,69.48,2000
"argentina",2009,75.4870975609756,69.48,2000
"ethiopia",2009,60.6001463414634,69.48,2000
"finland",2009,79.719512195122,69.48,2000
"fiji",2009,69.2008048780488,69.48,2000
"france",2009,81.4146341463415,69.48,2000
"gabon",2009,61.8527073170732,69.48,2000
"united kingdom",2009,80.0512195121951,69.48,2000
"georgia",2009,73.5377317073171,69.48,2000
"ghana",2009,60.3510243902439,69.48,2000
"armenia",2009,74.0930487804878,69.48,2000
"guinea",2009,54.9318780487805,69.48,2000
"guinea-bissau",2009,53.3206097560976,69.48,2000
"equatorial guinea",2009,50.9653658536585,69.48,2000
"greece",2009,80.1878048780488,69.48,2000
"guatemala",2009,70.6810487804878,69.48,2000
"guyana",2009,65.5056097560976,69.48,2000
"honduras",2009,72.534243902439,69.48,2000
"croatia",2009,76.1682926829268,69.48,2000
"haiti",2009,61.3849268292683,69.48,2000
"hungary",2009,73.9048780487805,69.48,2000
"indonesia",2009,69.9330975609756,69.48,2000
"india",2009,65.4131951219512,69.48,2000
"ireland",2009,80.190243902439,69.48,2000
"iraq",2009,68.7279512195122,69.48,2000
"iceland",2009,81.7512195121951,69.48,2000
"israel",2009,81.4048780487805,69.48,2000
"italy",2009,81.6365853658537,69.48,2000
"jamaica",2009,72.5941463414634,69.48,2000
"jordan",2009,73.2783414634146,69.48,2000
"japan",2009,82.9314634146342,69.48,2000
"kazakhstan",2009,68.4292682926829,69.48,2000
"kenya",2009,58.6150487804878,69.48,2000
"australia",2008,81.3951219512195,69.48,2000
"cambodia",2008,69.5440487804878,69.48,2000
"kuwait",2008,73.9829268292683,69.48,2000
"lebanon",2008,78.5224146341464,69.48,2000
"liberia",2008,58.1074878048781,69.48,2000
"liechtenstein",2008,82.6829268292683,69.48,2000
"sri lanka",2008,73.6199512195122,69.48,2000
"lesotho",2008,45.739243902439,69.48,2000
"lithuania",2008,71.8121951219512,69.48,2000
"luxembourg",2008,80.5390243902439,69.48,2000
"latvia",2008,72.419512195122,69.48,2000
"morocco",2008,69.7081707317073,69.48,2000
"azerbaijan",2008,70.0629268292683,69.48,2000
"moldova",2008,68.2272926829268,69.48,2000
"madagascar",2008,62.474756097561,69.48,2000
"maldives",2008,75.8670975609756,69.48,2000
"mexico",2008,76.2266585365854,69.48,2000
"mali",2008,52.903243902439,69.48,2000
"malta",2008,79.6365853658537,69.48,2000
"burundi",2008,51.5565853658537,69.48,2000
"mongolia",2008,66.3571219512195,69.48,2000
"mozambique",2008,48.4938292682927,69.48,2000
"mauritania",2008,60.697512195122,69.48,2000
"mauritius",2008,72.5707317073171,69.48,2000
"malawi",2008,51.8057317073171,69.48,2000
"malaysia",2008,74.1614634146342,69.48,2000
"namibia",2008,60.1840731707317,69.48,2000
"belgium",2008,79.6804878048781,69.48,2000
"niger",2008,55.9253902439024,69.48,2000
"nigeria",2008,50.3293902439024,69.48,2000
"nicaragua",2008,73.082243902439,69.48,2000
"netherlands",2008,80.2512195121951,69.48,2000
"norway",2008,80.5926829268293,69.48,2000
"nepal",2008,66.1901951219512,69.48,2000
"new zealand",2008,80.3512195121951,69.48,2000
"oman",2008,75.4470487804878,69.48,2000
"pakistan",2008,65.7846341463415,69.48,2000
"panama",2008,76.5511707317073,69.48,2000
"benin",2008,58.216,69.48,2000
"peru",2008,73.3072926829268,69.48,2000
"philippines",2008,67.9185365853659,69.48,2000
"papua new guinea",2008,61.5912195121951,69.48,2000
"poland",2008,75.5439024390244,69.48,2000
"portugal",2008,78.5243902439025,69.48,2000
"paraguay",2008,71.8118048780488,69.48,2000
"burkina faso",2008,54.0941951219512,69.48,2000
"qatar",2008,77.8499268292683,69.48,2000
"romania",2008,72.5658536585366,69.48,2000
"rwanda",2008,60.0924634146342,69.48,2000
"saudi arabia",2008,74.6378780487805,69.48,2000
"sudan",2008,60.9753902439024,69.48,2000
"senegal",2008,62.1926341463415,69.48,2000
"singapore",2008,80.790243902439,69.48,2000
"solomon islands",2008,66.5622195121951,69.48,2000
"sierra leone",2008,44.0674634146342,69.48,2000
"bangladesh",2008,68.6807073170732,69.48,2000
"el salvador",2008,71.1779512195122,69.48,2000
"serbia",2008,73.8853658536585,69.48,2000
"suriname",2008,69.7757073170732,69.48,2000
"slovenia",2008,78.7658536585366,69.48,2000
"sweden",2008,81.1,69.48,2000
"bulgaria",2008,72.9634146341463,69.48,2000
"swaziland",2008,47.3458292682927,69.48,2000
"seychelles",2008,73.1634146341463,69.48,2000
"chad",2008,48.8571707317073,69.48,2000
"togo",2008,54.8431951219512,69.48,2000
"thailand",2008,73.3222195121951,69.48,2000
"tajikistan",2008,66.6045365853659,69.48,2000
"turkmenistan",2008,64.7540487804878,69.48,2000
"bahrain",2008,75.9766097560976,69.48,2000
"tonga",2008,71.8827073170732,69.48,2000
"trinidad and tobago",2008,69.3643658536586,69.48,2000
"tunisia",2008,74.3024390243903,69.48,2000
"turkey",2008,73.5341951219512,69.48,2000
"uganda",2008,55.6243902439024,69.48,2000
"ukraine",2008,68.2514634146342,69.48,2000
"afghanistan",2008,58.6070975609756,69.48,2000
"uruguay",2008,76.2951219512195,69.48,2000
"united states",2008,77.9390243902439,69.48,2000
"uzbekistan",2008,67.6321707317073,69.48,2000
"vietnam",2008,75.0350731707317,69.48,2000
"vanuatu",2008,70.2477317073171,69.48,2000
"samoa",2008,71.8378048780488,69.48,2000
"bosnia and herzegovina",2008,75.5109756097561,69.48,2000
"south africa",2008,52.6360243902439,69.48,2000
"zambia",2008,51.6221463414634,69.48,2000
"zimbabwe",2008,48.8083414634146,69.48,2000
"belarus",2008,70.4560975609756,69.48,2000
"belize",2008,72.8077073170732,69.48,2000
"bolivia",2008,65.6857073170732,69.48,2000
"brazil",2008,72.5338780487805,69.48,2000
"barbados",2008,74.4675853658537,69.48,2000
"bhutan",2008,65.9626829268293,69.48,2000
"angola",2008,49.8473902439024,69.48,2000
"botswana",2008,46.2503658536585,69.48,2000
"canada",2008,80.5432195121951,69.48,2000
"switzerland",2008,81.9926829268293,69.48,2000
"chile",2008,78.6174146341464,69.48,2000
"china",2008,74.5798292682927,69.48,2000
"cameroon",2008,52.8558292682927,69.48,2000
"albania",2008,76.6323170731707,69.48,2000
"colombia",2008,72.9435365853658,69.48,2000
"comoros",2008,59.7497073170732,69.48,2000
"costa rica",2008,78.9004878048781,69.48,2000
"cuba",2008,78.3410487804878,69.48,2000
"cyprus",2008,79.0049512195122,69.48,2000
"czech republic",2008,76.9756097560976,69.48,2000
"germany",2008,79.7365853658537,69.48,2000
"united arab emirates",2008,76.214756097561,69.48,2000
"djibouti",2008,59.2758780487805,69.48,2000
"denmark",2008,78.4463414634146,69.48,2000
"dominican republic",2008,72.3497804878049,69.48,2000
"algeria",2008,70.3270731707317,69.48,2000
"ecuador",2008,75.176512195122,69.48,2000
"spain",2008,81.1756097560976,69.48,2000
"estonia",2008,73.7707317073171,69.48,2000
"argentina",2008,75.3081951219512,69.48,2000
"ethiopia",2008,59.6562682926829,69.48,2000
"finland",2008,79.5682926829268,69.48,2000
"fiji",2008,69.021,69.48,2000
"france",2008,81.2146341463415,69.48,2000
"gabon",2008,61.3857073170732,69.48,2000
"united kingdom",2008,79.6,69.48,2000
"georgia",2008,73.3968048780488,69.48,2000
"ghana",2008,60.0299512195122,69.48,2000
"armenia",2008,73.9438780487805,69.48,2000
"guinea",2008,54.4784390243902,69.48,2000
"guinea-bissau",2008,53.0817317073171,69.48,2000
"equatorial guinea",2008,50.3957317073171,69.48,2000
"greece",2008,79.9390243902439,69.48,2000
"guatemala",2008,70.3891463414634,69.48,2000
"guyana",2008,65.2871951219512,69.48,2000
"honduras",2008,72.2343414634146,69.48,2000
"croatia",2008,75.9121951219512,69.48,2000
"haiti",2008,60.8704146341463,69.48,2000
"hungary",2008,73.7024390243903,69.48,2000
"indonesia",2008,69.6852926829268,69.48,2000
"india",2008,65.1133902439025,69.48,2000
"ireland",2008,80.0951219512195,69.48,2000
"iraq",2008,68.7346829268293,69.48,2000
"iceland",2008,81.609756097561,69.48,2000
"israel",2008,80.9512195121951,69.48,2000
"italy",2008,81.4853658536585,69.48,2000
"jamaica",2008,72.3230243902439,69.48,2000
"jordan",2008,73.1197804878049,69.48,2000
"japan",2008,82.5875609756098,69.48,2000
"kazakhstan",2008,67.0219512195122,69.48,2000
"kenya",2008,57.6130487804878,69.48,2000
"australia",2007,81.2926829268293,69.48,2000
"cambodia",2007,68.8209512195122,69.48,2000
"kuwait",2007,73.8987073170732,69.48,2000
"lebanon",2007,78.0833170731707,69.48,2000
"liberia",2007,57.1882195121951,69.48,2000
"liechtenstein",2007,81.2951219512195,69.48,2000
"sri lanka",2007,73.6200243902439,69.48,2000
"lesotho",2007,44.8822195121951,69.48,2000
"lithuania",2007,70.9,69.48,2000
"luxembourg",2007,79.3829268292683,69.48,2000
"latvia",2007,71.019512195122,69.48,2000
"morocco",2007,69.4862682926829,69.48,2000
"azerbaijan",2007,69.756,69.48,2000
"moldova",2007,68.1110975609756,69.48,2000
"madagascar",2007,62.048,69.48,2000
"maldives",2007,75.3374390243903,69.48,2000
"mexico",2007,75.9843902439024,69.48,2000
"mali",2007,52.4538292682927,69.48,2000
"malta",2007,79.7926829268293,69.48,2000
"burundi",2007,51.0214634146342,69.48,2000
"mongolia",2007,66.0374390243903,69.48,2000
"mozambique",2007,48.2321463414634,69.48,2000
"mauritania",2007,60.5394634146342,69.48,2000
"mauritius",2007,72.5707317073171,69.48,2000
"malawi",2007,50.8632926829268,69.48,2000
"malaysia",2007,74.0006829268293,69.48,2000
"namibia",2007,58.7808048780488,69.48,2000
"belgium",2007,79.7829268292683,69.48,2000
"niger",2007,55.3531463414634,69.48,2000
"nigeria",2007,49.7916097560976,69.48,2000
"nicaragua",2007,72.7064878048781,69.48,2000
"netherlands",2007,80.0975609756098,69.48,2000
"norway",2007,80.3951219512195,69.48,2000
"nepal",2007,65.7200975609756,69.48,2000
"new zealand",2007,80.1512195121951,69.48,2000
"oman",2007,75.1206097560976,69.48,2000
"pakistan",2007,65.5959024390244,69.48,2000
"panama",2007,76.3638536585366,69.48,2000
"benin",2007,57.8738780487805,69.48,2000
"peru",2007,73.0148780487805,69.48,2000
"philippines",2007,67.7705609756098,69.48,2000
"papua new guinea",2007,61.3169024390244,69.48,2000
"poland",2007,75.2439024390244,69.48,2000
"portugal",2007,78.3219512195122,69.48,2000
"paraguay",2007,71.6742195121951,69.48,2000
"burkina faso",2007,53.6196829268293,69.48,2000
"qatar",2007,77.711,69.48,2000
"romania",2007,72.5658536585366,69.48,2000
"rwanda",2007,58.6479024390244,69.48,2000
"saudi arabia",2007,74.411512195122,69.48,2000
"sudan",2007,60.6625609756098,69.48,2000
"senegal",2007,61.7235365853659,69.48,2000
"singapore",2007,80.4414634146342,69.48,2000
"solomon islands",2007,66.2678048780488,69.48,2000
"sierra leone",2007,43.5264878048781,69.48,2000
"bangladesh",2007,68.2831463414634,69.48,2000
"el salvador",2007,70.960243902439,69.48,2000
"serbia",2007,73.6317073170732,69.48,2000
"suriname",2007,69.4679024390244,69.48,2000
"slovenia",2007,78.5609756097561,69.48,2000
"sweden",2007,80.9,69.48,2000
"bulgaria",2007,72.6634146341463,69.48,2000
"swaziland",2007,46.7723902439024,69.48,2000
"seychelles",2007,73.1926829268293,69.48,2000
"chad",2007,48.4271707317073,69.48,2000
"togo",2007,54.5737317073171,69.48,2000
"thailand",2007,73.0181707317073,69.48,2000
"tajikistan",2007,66.3401463414634,69.48,2000
"turkmenistan",2007,64.6378292682927,69.48,2000
"bahrain",2007,75.823,69.48,2000
"tonga",2007,71.737512195122,69.48,2000
"trinidad and tobago",2007,69.2440243902439,69.48,2000
"tunisia",2007,74.2024390243903,69.48,2000
"turkey",2007,73.1819268292683,69.48,2000
"uganda",2007,54.7176341463415,69.48,2000
"ukraine",2007,68.2221951219512,69.48,2000
"afghanistan",2007,58.0913658536585,69.48,2000
"uruguay",2007,76.1160487804878,69.48,2000
"united states",2007,77.8390243902439,69.48,2000
"uzbekistan",2007,67.5297073170732,69.48,2000
"vietnam",2007,74.9021951219512,69.48,2000
"vanuatu",2007,69.9442195121951,69.48,2000
"samoa",2007,71.5572926829268,69.48,2000
"bosnia and herzegovina",2007,75.3704878048781,69.48,2000
"south africa",2007,51.996512195122,69.48,2000
"zambia",2007,50.0985365853659,69.48,2000
"zimbabwe",2007,46.7497317073171,69.48,2000
"belarus",2007,70.2034146341464,69.48,2000
"belize",2007,72.5637317073171,69.48,2000
"bolivia",2007,65.3619024390244,69.48,2000
"brazil",2007,72.2629024390244,69.48,2000
"barbados",2007,74.2972195121951,69.48,2000
"bhutan",2007,65.3657317073171,69.48,2000
"angola",2007,49.4357317073171,69.48,2000
"botswana",2007,46.2960975609756,69.48,2000
"canada",2007,80.3698780487805,69.48,2000
"switzerland",2007,81.7414634146342,69.48,2000
"chile",2007,78.4429756097561,69.48,2000
"china",2007,74.4240731707317,69.48,2000
"cameroon",2007,52.4791463414634,69.48,2000
"albania",2007,76.4648536585366,69.48,2000
"colombia",2007,72.7230487804878,69.48,2000
"comoros",2007,59.519,69.48,2000
"costa rica",2007,78.7346585365854,69.48,2000
"cuba",2007,78.1374390243903,69.48,2000
"cyprus",2007,78.8637317073171,69.48,2000
"czech republic",2007,76.7243902439025,69.48,2000
"germany",2007,79.5341463414634,69.48,2000
"united arab emirates",2007,76.0112195121951,69.48,2000
"djibouti",2007,58.8003414634146,69.48,2000
"denmark",2007,78.1951219512195,69.48,2000
"dominican republic",2007,72.1293170731707,69.48,2000
"algeria",2007,70.1710487804878,69.48,2000
"ecuador",2007,74.9787317073171,69.48,2000
"spain",2007,80.8731707317073,69.48,2000
"estonia",2007,72.8146341463415,69.48,2000
"argentina",2007,75.1269024390244,69.48,2000
"ethiopia",2007,58.6536585365854,69.48,2000
"finland",2007,79.2634146341464,69.48,2000
"fiji",2007,68.8423902439024,69.48,2000
"france",2007,81.1121951219512,69.48,2000
"gabon",2007,60.9037317073171,69.48,2000
"united kingdom",2007,79.4487804878049,69.48,2000
"georgia",2007,73.2484390243903,69.48,2000
"ghana",2007,59.6378536585366,69.48,2000
"armenia",2007,73.7646341463415,69.48,2000
"guinea",2007,53.9437073170732,69.48,2000
"guinea-bissau",2007,52.8437073170732,69.48,2000
"equatorial guinea",2007,49.8450731707317,69.48,2000
"greece",2007,79.4390243902439,69.48,2000
"guatemala",2007,70.1192682926829,69.48,2000
"guyana",2007,65.0472195121951,69.48,2000
"honduras",2007,71.956512195122,69.48,2000
"croatia",2007,75.7056097560976,69.48,2000
"haiti",2007,60.3372195121951,69.48,2000
"hungary",2007,73.1512195121951,69.48,2000
"indonesia",2007,69.4229024390244,69.48,2000
"india",2007,64.7938536585366,69.48,2000
"ireland",2007,79.6414634146341,69.48,2000
"iraq",2007,68.8594634146341,69.48,2000
"iceland",2007,81.4536585365854,69.48,2000
"israel",2007,80.5048780487805,69.48,2000
"italy",2007,81.4341463414634,69.48,2000
"jamaica",2007,72.0408048780488,69.48,2000
"jordan",2007,72.9611951219512,69.48,2000
"japan",2007,82.5070731707317,69.48,2000
"kazakhstan",2007,66.5048780487805,69.48,2000
"kenya",2007,56.5923414634146,69.48,2000
"australia",2006,81.0414634146342,69.48,2000
"cambodia",2006,67.9828292682927,69.48,2000
"kuwait",2006,73.8168292682927,69.48,2000
"lebanon",2006,77.5967317073171,69.48,2000
"liberia",2006,56.1403902439024,69.48,2000
"liechtenstein",2006,80.9487804878049,69.48,2000
"sri lanka",2006,73.6360243902439,69.48,2000
"lesotho",2006,44.1483414634146,69.48,2000
"lithuania",2006,71.0560975609756,69.48,2000
"luxembourg",2006,79.2878048780488,69.48,2000
"latvia",2006,70.8658536585366,69.48,2000
"morocco",2006,69.273756097561,69.48,2000
"azerbaijan",2006,69.3747317073171,69.48,2000
"moldova",2006,67.9917317073171,69.48,2000
"madagascar",2006,61.6223658536585,69.48,2000
"maldives",2006,74.7496097560976,69.48,2000
"mexico",2006,75.7366585365854,69.48,2000
"mali",2006,51.9944390243902,69.48,2000
"malta",2006,79.4390243902439,69.48,2000
"burundi",2006,50.4996097560976,69.48,2000
"mongolia",2006,65.682756097561,69.48,2000
"mozambique",2006,48.0164146341463,69.48,2000
"mauritania",2006,60.3868048780488,69.48,2000
"mauritius",2006,72.4321951219512,69.48,2000
"malawi",2006,49.8905853658537,69.48,2000
"malaysia",2006,73.8430487804878,69.48,2000
"namibia",2006,57.3248780487805,69.48,2000
"belgium",2006,79.380487804878,69.48,2000
"niger",2006,54.7514146341464,69.48,2000
"nigeria",2006,49.2286341463415,69.48,2000
"nicaragua",2006,72.3163658536586,69.48,2000
"netherlands",2006,79.6975609756098,69.48,2000
"norway",2006,80.3439024390244,69.48,2000
"nepal",2006,65.2395365853659,69.48,2000
"new zealand",2006,80.0487804878049,69.48,2000
"oman",2006,74.7738048780488,69.48,2000
"pakistan",2006,65.3931219512195,69.48,2000
"panama",2006,76.1834634146342,69.48,2000
"benin",2006,57.4868780487805,69.48,2000
"peru",2006,72.7209756097561,69.48,2000
"philippines",2006,67.6281951219512,69.48,2000
"papua new guinea",2006,60.9980243902439,69.48,2000
"poland",2006,75.1439024390244,69.48,2000
"portugal",2006,78.419512195122,69.48,2000
"paraguay",2006,71.5134878048781,69.48,2000
"burkina faso",2006,53.1396829268293,69.48,2000
"qatar",2006,77.5771707317073,69.48,2000
"romania",2006,72.1634146341463,69.48,2000
"rwanda",2006,56.975756097561,69.48,2000
"saudi arabia",2006,74.1786341463415,69.48,2000
"sudan",2006,60.3105365853659,69.48,2000
"senegal",2006,61.1686829268293,69.48,2000
"singapore",2006,80.1414634146341,69.48,2000
"solomon islands",2006,65.9351219512195,69.48,2000
"sierra leone",2006,42.8825365853659,69.48,2000
"bangladesh",2006,67.8872682926829,69.48,2000
"el salvador",2006,70.7505609756098,69.48,2000
"serbia",2006,73.3853658536585,69.48,2000
"suriname",2006,69.1521463414634,69.48,2000
"slovenia",2006,78.0865853658537,69.48,2000
"sweden",2006,80.7487804878049,69.48,2000
"bulgaria",2006,72.6121951219512,69.48,2000
"swaziland",2006,46.2413658536585,69.48,2000
"seychelles",2006,72.2170731707317,69.48,2000
"chad",2006,48.028,69.48,2000
"togo",2006,54.3415365853659,69.48,2000
"thailand",2006,72.6819268292683,69.48,2000
"tajikistan",2006,66.0297317073171,69.48,2000
"turkmenistan",2006,64.5312926829268,69.48,2000
"bahrain",2006,75.6607317073171,69.48,2000
"tonga",2006,71.5937073170732,69.48,2000
"trinidad and tobago",2006,69.1244634146341,69.48,2000
"tunisia",2006,73.9,69.48,2000
"turkey",2006,72.8157317073171,69.48,2000
"uganda",2006,53.7878536585366,69.48,2000
"ukraine",2006,68.0775609756098,69.48,2000
"afghanistan",2006,57.5706585365854,69.48,2000
"uruguay",2006,75.9249512195122,69.48,2000
"united states",2006,77.5878048780488,69.48,2000
"uzbekistan",2006,67.4351463414634,69.48,2000
"vietnam",2006,74.7686341463415,69.48,2000
"vanuatu",2006,69.634756097561,69.48,2000
"samoa",2006,71.2766585365854,69.48,2000
"bosnia and herzegovina",2006,75.2309512195122,69.48,2000
"south africa",2006,51.6137073170732,69.48,2000
"zambia",2006,48.5849268292683,69.48,2000
"zimbabwe",2006,45.0842682926829,69.48,2000
"belarus",2006,69.4048780487805,69.48,2000
"belize",2006,72.3123658536585,69.48,2000
"bolivia",2006,65.0330975609756,69.48,2000
"brazil",2006,71.9917804878049,69.48,2000
"barbados",2006,74.1248292682927,69.48,2000
"bhutan",2006,64.7183170731707,69.48,2000
"angola",2006,49.0070487804878,69.48,2000
"botswana",2006,46.4479756097561,69.48,2000
"canada",2006,80.6439024390244,69.48,2000
"switzerland",2006,81.490243902439,69.48,2000
"chile",2006,78.289756097561,69.48,2000
"china",2006,74.2563170731707,69.48,2000
"cameroon",2006,52.150243902439,69.48,2000
"albania",2006,76.2905365853659,69.48,2000
"colombia",2006,72.4955853658537,69.48,2000
"comoros",2006,59.2860487804878,69.48,2000
"costa rica",2006,78.584512195122,69.48,2000
"cuba",2006,77.9250975609756,69.48,2000
"cyprus",2006,78.7291463414634,69.48,2000
"czech republic",2006,76.5243902439024,69.48,2000
"germany",2006,79.1317073170732,69.48,2000
"united arab emirates",2006,75.8001219512195,69.48,2000
"djibouti",2006,58.3641707317073,69.48,2000
"denmark",2006,78.0951219512195,69.48,2000
"dominican republic",2006,71.9093414634146,69.48,2000
"algeria",2006,70.0083658536585,69.48,2000
"ecuador",2006,74.8000487804878,69.48,2000
"spain",2006,80.8219512195122,69.48,2000
"estonia",2006,72.6914634146341,69.48,2000
"argentina",2006,74.9412195121951,69.48,2000
"ethiopia",2006,57.6152195121951,69.48,2000
"finland",2006,79.2146341463415,69.48,2000
"fiji",2006,68.666,69.48,2000
"france",2006,80.8121951219512,69.48,2000
"gabon",2006,60.431243902439,69.48,2000
"united kingdom",2006,79.2487804878049,69.48,2000
"georgia",2006,73.0890731707317,69.48,2000
"ghana",2006,59.1867073170732,69.48,2000
"armenia",2006,73.5498292682927,69.48,2000
"guinea",2006,53.3495365853659,69.48,2000
"guinea-bissau",2006,52.6082926829268,69.48,2000
"equatorial guinea",2006,49.3278292682927,69.48,2000
"greece",2006,79.4390243902439,69.48,2000
"guatemala",2006,69.8644146341464,69.48,2000
"guyana",2006,64.7912682926829,69.48,2000
"honduras",2006,71.7026829268293,69.48,2000
"croatia",2006,75.8368292682927,69.48,2000
"haiti",2006,59.8018292682927,69.48,2000
"hungary",2006,73.0975609756098,69.48,2000
"indonesia",2006,69.1459512195122,69.48,2000
"india",2006,64.4550975609756,69.48,2000
"ireland",2006,79.2414634146342,69.48,2000
"iraq",2006,69.0915609756098,69.48,2000
"iceland",2006,81.1585365853659,69.48,2000
"israel",2006,80.5536585365854,69.48,2000
"italy",2006,81.2829268292683,69.48,2000
"jamaica",2006,71.7560731707317,69.48,2000
"jordan",2006,72.8010487804878,69.48,2000
"japan",2006,82.3219512195122,69.48,2000
"kazakhstan",2006,66.1609756097561,69.48,2000
"kenya",2006,55.6011951219512,69.48,2000
